date,state,fips,cases,deaths,cases_daily,deaths_daily
2021-05-14,District of Columbia,11,48424,1116,20,1
2021-05-15,District of Columbia,11,48530,1118,106,2
2021-05-16,District of Columbia,11,48545,1120,15,2
2021-05-17,District of Columbia,11,48590,1122,45,2
2021-05-18,District of Columbia,11,48616,1122,26,0
2021-05-19,District of Columbia,11,48634,1124,18,2
2021-05-20,District of Columbia,11,48662,1125,28,1
2021-05-21,District of Columbia,11,48689,1125,27,0
2021-05-22,District of Columbia,11,48727,1125,38,0
2021-05-23,District of Columbia,11,48748,1127,21,2
2021-05-24,District of Columbia,11,48762,1130,14,3
2021-05-25,District of Columbia,11,48803,1130,41,0
2021-05-26,District of Columbia,11,48822,1131,19,1
2021-05-27,District of Columbia,11,48844,1132,22,1
2021-05-28,District of Columbia,11,48898,1132,54,0
2021-05-29,District of Columbia,11,48898,1132,0,0
2021-05-30,District of Columbia,11,48898,1132,0,0
2021-05-31,District of Columbia,11,48898,1132,0,0
2021-06-01,District of Columbia,11,49000,1134,102,2
2021-06-02,District of Columbia,11,49011,1135,11,1
2021-06-03,District of Columbia,11,49041,1136,30,1
2021-06-04,District of Columbia,11,49068,1136,27,0
2021-06-05,District of Columbia,11,49068,1136,0,0
2021-06-06,District of Columbia,11,49068,1136,0,0
2021-06-07,District of Columbia,11,49110,1136,42,0
2021-06-08,District of Columbia,11,49119,1137,9,1
2021-06-09,District of Columbia,11,49127,1137,8,0
2021-06-10,District of Columbia,11,49151,1137,24,0
2021-06-11,District of Columbia,11,49158,1137,7,0
2021-06-12,District of Columbia,11,49158,1137,0,0
2021-06-13,District of Columbia,11,49158,1137,0,0
2021-06-14,District of Columbia,11,49179,1138,21,1
2021-06-15,District of Columbia,11,49213,1138,34,0
2021-06-16,District of Columbia,11,49223,1139,10,1
2021-06-17,District of Columbia,11,49232,1140,9,1
2021-06-18,District of Columbia,11,49243,1141,11,1
2021-06-19,District of Columbia,11,49243,1141,0,0
2021-06-20,District of Columbia,11,49243,1141,0,0
2021-06-21,District of Columbia,11,49248,1141,5,0
2021-06-22,District of Columbia,11,49275,1141,27,0
2021-06-23,District of Columbia,11,49284,1141,9,0
2021-06-24,District of Columbia,11,49297,1141,13,0
2021-06-25,District of Columbia,11,49305,1141,8,0
2021-06-26,District of Columbia,11,49305,1141,0,0
2021-06-27,District of Columbia,11,49305,1141,0,0
2021-06-28,District of Columbia,11,49315,1141,10,0
2021-06-29,District of Columbia,11,49347,1141,32,0
2021-06-30,District of Columbia,11,49335,1141,-12,0
2021-07-01,District of Columbia,11,49362,1141,27,0
2021-07-02,District of Columbia,11,49378,1141,16,0
2021-07-03,District of Columbia,11,49378,1141,0,0
2021-07-04,District of Columbia,11,49378,1141,0,0
2021-07-05,District of Columbia,11,49378,1141,0,0
2021-07-06,District of Columbia,11,49417,1141,39,0
2021-07-07,District of Columbia,11,49423,1141,6,0
2021-07-08,District of Columbia,11,49434,1143,11,2
2021-07-09,District of Columbia,11,49455,1143,21,0
2021-07-10,District of Columbia,11,49455,1143,0,0
2021-07-11,District of Columbia,11,49455,1143,0,0
2021-07-12,District of Columbia,11,49526,1144,71,1
2021-07-13,District of Columbia,11,49536,1144,10,0
2021-07-14,District of Columbia,11,49574,1145,38,1
2021-07-15,District of Columbia,11,49615,1145,41,0
2021-07-16,District of Columbia,11,49652,1146,37,1
2021-07-17,District of Columbia,11,49652,1146,0,0
2021-07-18,District of Columbia,11,49652,1146,0,0
2021-07-19,District of Columbia,11,49793,1146,141,0
2021-07-20,District of Columbia,11,49827,1146,34,0
2021-07-21,District of Columbia,11,49858,1146,31,0
2021-07-22,District of Columbia,11,49930,1146,72,0
2021-07-23,District of Columbia,11,49973,1146,43,0
2021-07-24,District of Columbia,11,49973,1146,0,0
2021-07-25,District of Columbia,11,49973,1146,0,0
2021-07-26,District of Columbia,11,50160,1146,187,0
2021-07-27,District of Columbia,11,50160,1146,0,0
2021-07-28,District of Columbia,11,50268,1146,108,0
2021-07-29,District of Columbia,11,50329,1146,61,0
2021-07-30,District of Columbia,11,50398,1149,69,3
2021-07-31,District of Columbia,11,50398,1149,0,0
2021-08-01,District of Columbia,11,50398,1149,0,0
2021-08-02,District of Columbia,11,50716,1149,318,0
2021-08-03,District of Columbia,11,50800,1149,84,0
2021-08-04,District of Columbia,11,50858,1149,58,0
2021-08-05,District of Columbia,11,50975,1149,117,0
2021-08-06,District of Columbia,11,51103,1149,128,0
2021-08-07,District of Columbia,11,51103,1149,0,0
2021-08-08,District of Columbia,11,51103,1149,0,0
2021-08-09,District of Columbia,11,51589,1149,486,0
2021-08-10,District of Columbia,11,51726,1149,137,0
2021-08-11,District of Columbia,11,51853,1149,127,0
2021-08-12,District of Columbia,11,52005,1150,152,1
2021-08-13,District of Columbia,11,52201,1150,196,0
2021-08-14,District of Columbia,11,52201,1150,0,0
2021-08-15,District of Columbia,11,52201,1150,0,0
2021-08-16,District of Columbia,11,52777,1150,576,0
2021-08-17,District of Columbia,11,52843,1151,66,1
2021-08-18,District of Columbia,11,52843,1151,0,0
2021-08-19,District of Columbia,11,53162,1155,319,4
2021-08-20,District of Columbia,11,53342,1155,180,0
2021-08-21,District of Columbia,11,53342,1155,0,0
2021-08-22,District of Columbia,11,53342,1155,0,0
2021-08-23,District of Columbia,11,53898,1155,556,0
2021-08-24,District of Columbia,11,54031,1155,133,0
2021-08-25,District of Columbia,11,54156,1155,125,0
2021-08-26,District of Columbia,11,54366,1158,210,3
2021-08-27,District of Columbia,11,54556,1159,190,1
2021-08-28,District of Columbia,11,54556,1159,0,0
2021-08-29,District of Columbia,11,54556,1159,0,0
2021-08-30,District of Columbia,11,55253,1159,697,0
2021-08-31,District of Columbia,11,55431,1160,178,1
2021-09-01,District of Columbia,11,55570,1161,139,1
2021-09-02,District of Columbia,11,55718,1161,148,0
2021-09-03,District of Columbia,11,55918,1162,200,1
2021-09-04,District of Columbia,11,55918,1162,0,0
2021-09-05,District of Columbia,11,55918,1162,0,0
2021-09-06,District of Columbia,11,55918,1162,0,0
2021-09-07,District of Columbia,11,56569,1163,651,1
2021-09-08,District of Columbia,11,56694,1163,125,0
2021-09-09,District of Columbia,11,56859,1164,165,1
2021-09-10,District of Columbia,11,56966,1165,107,1
2021-09-11,District of Columbia,11,56966,1165,0,0
2021-09-12,District of Columbia,11,56966,1165,0,0
2021-09-13,District of Columbia,11,57771,1165,805,0
2021-09-14,District of Columbia,11,58146,1167,375,2
2021-09-15,District of Columbia,11,58440,1167,294,0
2021-09-16,District of Columbia,11,58649,1167,209,0
2021-09-17,District of Columbia,11,58851,1167,202,0
2021-09-18,District of Columbia,11,58851,1167,0,0
2021-09-19,District of Columbia,11,58851,1167,0,0
2021-09-20,District of Columbia,11,59563,1167,712,0
2021-09-21,District of Columbia,11,59712,1171,149,4
2021-09-22,District of Columbia,11,59849,1171,137,0
2021-09-23,District of Columbia,11,60018,1172,169,1
2021-09-24,District of Columbia,11,60205,1172,187,0
2021-09-25,District of Columbia,11,60205,1172,0,0
2021-09-26,District of Columbia,11,60205,1172,0,0
2021-09-27,District of Columbia,11,60772,1174,567,2
2021-09-28,District of Columbia,11,60898,1174,126,0
2021-09-29,District of Columbia,11,60996,1174,98,0
2021-09-30,District of Columbia,11,61153,1174,157,0
2021-10-01,District of Columbia,11,61331,1176,178,2
2021-10-02,District of Columbia,11,61331,1176,0,0
2021-10-03,District of Columbia,11,61331,1176,0,0
2021-10-04,District of Columbia,11,61791,1178,460,2
2021-10-05,District of Columbia,11,61863,1179,72,1
2021-10-06,District of Columbia,11,61978,1180,115,1
2021-10-07,District of Columbia,11,62098,1181,120,1
2021-10-08,District of Columbia,11,62266,1182,168,1
2021-10-09,District of Columbia,11,62266,1182,0,0
2021-10-10,District of Columbia,11,62266,1182,0,0
2021-10-11,District of Columbia,11,62266,1182,0,0
2021-10-12,District of Columbia,11,62702,1182,436,0
2021-10-13,District of Columbia,11,62750,1183,48,1
2021-10-14,District of Columbia,11,62852,1183,102,0
2021-10-15,District of Columbia,11,62976,1183,124,0
2021-10-16,District of Columbia,11,62976,1183,0,0
2021-10-17,District of Columbia,11,62976,1183,0,0
2021-10-18,District of Columbia,11,63305,1184,329,1
2021-10-19,District of Columbia,11,63345,1185,40,1
2021-10-20,District of Columbia,11,63400,1185,55,0
2021-10-21,District of Columbia,11,63474,1186,74,1
2021-10-22,District of Columbia,11,63588,1186,114,0
2021-10-23,District of Columbia,11,63588,1186,0,0
2021-10-24,District of Columbia,11,63588,1186,0,0
2021-10-25,District of Columbia,11,63879,1186,291,0
2021-10-26,District of Columbia,11,63919,1187,40,1
2021-10-27,District of Columbia,11,63990,1187,71,0
2021-10-28,District of Columbia,11,64108,1188,118,1
2021-10-29,District of Columbia,11,64240,1190,132,2
2021-10-30,District of Columbia,11,64240,1190,0,0
2021-10-31,District of Columbia,11,64240,1190,0,0
2021-11-01,District of Columbia,11,64470,1191,230,1
2021-11-02,District of Columbia,11,64541,1193,71,2
2021-11-03,District of Columbia,11,64602,1193,61,0
2021-11-04,District of Columbia,11,64708,1193,106,0
2021-11-05,District of Columbia,11,64799,1193,91,0
2021-11-06,District of Columbia,11,64799,1193,0,0
2021-11-07,District of Columbia,11,64799,1193,0,0
2021-11-08,District of Columbia,11,65050,1193,251,0
2021-11-09,District of Columbia,11,65094,1193,44,0
2021-11-10,District of Columbia,11,65159,1193,65,0
2021-11-11,District of Columbia,11,65159,1193,0,0
2021-11-12,District of Columbia,11,65371,1194,212,1
2021-11-13,District of Columbia,11,65371,1194,0,0
2021-11-14,District of Columbia,11,65371,1194,0,0
2021-11-15,District of Columbia,11,65623,1194,252,0
2021-11-16,District of Columbia,11,65707,1195,84,1
2021-11-17,District of Columbia,11,65793,1195,86,0
2021-11-18,District of Columbia,11,65889,1196,96,1
2021-11-19,District of Columbia,11,66028,1196,139,0
2021-11-20,District of Columbia,11,66028,1196,0,0
2021-11-21,District of Columbia,11,66028,1196,0,0
2021-11-22,District of Columbia,11,66347,1196,319,0
2021-11-23,District of Columbia,11,66433,1196,86,0
2021-11-24,District of Columbia,11,66510,1196,77,0
2021-11-25,District of Columbia,11,66510,1196,0,0
2021-11-26,District of Columbia,11,66510,1196,0,0
2021-11-27,District of Columbia,11,66510,1196,0,0
2021-11-28,District of Columbia,11,66510,1196,0,0
2021-11-29,District of Columbia,11,66857,1196,347,0
2021-11-30,District of Columbia,11,66912,1196,55,0
2021-12-01,District of Columbia,11,67047,1196,135,0
2021-12-02,District of Columbia,11,67173,1197,126,1
2021-12-03,District of Columbia,11,67430,1197,257,0
2021-12-04,District of Columbia,11,67430,1197,0,0
2021-12-05,District of Columbia,11,67430,1197,0,0
2021-12-06,District of Columbia,11,67996,1197,566,0
2021-12-07,District of Columbia,11,68134,1197,138,0
2021-12-08,District of Columbia,11,68262,1197,128,0
2021-12-09,District of Columbia,11,68460,1197,198,0
2021-12-10,District of Columbia,11,68702,1199,242,2
2021-12-11,District of Columbia,11,68702,1199,0,0
2021-12-12,District of Columbia,11,68702,1199,0,0
2021-12-13,District of Columbia,11,68702,1199,0,0
2021-12-14,District of Columbia,11,69540,1203,838,4
2021-12-15,District of Columbia,11,69867,1203,327,0
2021-12-16,District of Columbia,11,70375,1204,508,1
2021-12-17,District of Columbia,11,71219,1206,844,2
2021-12-18,District of Columbia,11,71219,1206,0,0
2021-12-19,District of Columbia,11,71219,1206,0,0
2021-12-20,District of Columbia,11,74982,1207,3763,1
2021-12-21,District of Columbia,11,76137,1207,1155,0
2021-12-22,District of Columbia,11,77661,1207,1524,0
2021-12-23,District of Columbia,11,79565,1207,1904,0
2021-12-24,District of Columbia,11,79565,1207,0,0
2021-12-25,District of Columbia,11,79565,1207,0,0
2021-12-26,District of Columbia,11,79565,1207,0,0
2021-12-27,District of Columbia,11,88765,1209,9200,2
2021-12-28,District of Columbia,11,90633,1209,1868,0
2021-12-29,District of Columbia,11,92045,1210,1412,1
2021-12-30,District of Columbia,11,94286,1211,2241,1
2021-12-31,District of Columbia,11,94286,1211,0,0
2022-01-01,District of Columbia,11,94286,1211,0,0
2022-01-02,District of Columbia,11,94286,1211,0,0
2022-01-03,District of Columbia,11,103487,1218,9201,7
2022-01-04,District of Columbia,11,105493,1220,2006,2
2022-01-05,District of Columbia,11,106819,1222,1326,2
2022-01-06,District of Columbia,11,108112,1225,1293,3
2022-01-07,District of Columbia,11,110040,1227,1928,2
2022-01-08,District of Columbia,11,110040,1227,0,0
2022-01-09,District of Columbia,11,110040,1227,0,0
2022-01-10,District of Columbia,11,116278,1233,6238,6
2022-01-11,District of Columbia,11,117586,1237,1308,4
2022-01-12,District of Columbia,11,118802,1240,1216,3
2022-01-13,District of Columbia,11,120327,1245,1525,5
2022-01-14,District of Columbia,11,121871,1255,1544,10
2022-01-15,District of Columbia,11,121871,1255,0,0
2022-01-16,District of Columbia,11,121871,1255,0,0
2022-01-17,District of Columbia,11,121871,1255,0,0
2022-01-18,District of Columbia,11,125707,1260,3836,5
2022-01-19,District of Columbia,11,126187,1263,480,3
2022-01-20,District of Columbia,11,126675,1264,488,1
2022-01-21,District of Columbia,11,127200,1267,525,3
2022-01-22,District of Columbia,11,127200,1267,0,0
2022-01-23,District of Columbia,11,127200,1267,0,0
2022-01-24,District of Columbia,11,128550,1275,1350,8
2022-01-25,District of Columbia,11,128739,1278,189,3
2022-01-26,District of Columbia,11,129108,1280,369,2
2022-01-27,District of Columbia,11,129479,1282,371,2
2022-01-28,District of Columbia,11,129817,1284,338,2
2022-01-29,District of Columbia,11,129817,1284,0,0
2022-01-30,District of Columbia,11,129817,1284,0,0
2022-01-31,District of Columbia,11,130888,1289,1071,5
2022-02-01,District of Columbia,11,130949,1290,61,1
2022-02-02,District of Columbia,11,131093,1290,144,0
2022-02-03,District of Columbia,11,131284,1291,191,1
2022-02-04,District of Columbia,11,131543,1293,259,2
2022-02-05,District of Columbia,11,131543,1293,0,0
2022-02-06,District of Columbia,11,131543,1293,0,0
2022-02-07,District of Columbia,11,132170,1304,627,11
2022-02-08,District of Columbia,11,132257,1304,87,0
2022-02-09,District of Columbia,11,132384,1305,127,1
2022-02-10,District of Columbia,11,132628,1305,244,0
2022-02-11,District of Columbia,11,132820,1309,192,4
2022-02-12,District of Columbia,11,132820,1309,0,0
2022-02-13,District of Columbia,11,132820,1309,0,0
2022-02-14,District of Columbia,11,133295,1309,475,0
2022-02-15,District of Columbia,11,133339,1309,44,0
2022-02-16,District of Columbia,11,133459,1311,120,2
2022-02-17,District of Columbia,11,133587,1313,128,2
2022-02-18,District of Columbia,11,133697,1314,110,1
2022-02-19,District of Columbia,11,133697,1314,0,0
2022-02-20,District of Columbia,11,133697,1314,0,0
2022-02-21,District of Columbia,11,133697,1314,0,0
2022-02-22,District of Columbia,11,134066,1315,369,1
2022-02-23,District of Columbia,11,134114,1317,48,2
2022-02-24,District of Columbia,11,134214,1317,100,0
2022-02-25,District of Columbia,11,134326,1317,112,0
2022-02-26,District of Columbia,11,134326,1317,0,0
2022-02-27,District of Columbia,11,134326,1317,0,0
2022-02-28,District of Columbia,11,134564,1318,238,1
2022-03-01,District of Columbia,11,134623,1319,59,1
2022-03-02,District of Columbia,11,134678,1321,55,2
2022-03-03,District of Columbia,11,134678,1321,0,0
2022-03-04,District of Columbia,11,134678,1321,0,0
2022-03-05,District of Columbia,11,134678,1321,0,0
2022-03-06,District of Columbia,11,134678,1321,0,0
2022-03-07,District of Columbia,11,134678,1321,0,0
2022-03-08,District of Columbia,11,134678,1321,0,0
2022-03-09,District of Columbia,11,135086,1324,408,3
2022-03-10,District of Columbia,11,135086,1324,0,0
2022-03-11,District of Columbia,11,135223,1326,137,2
2022-03-12,District of Columbia,11,135223,1326,0,0
2022-03-13,District of Columbia,11,135223,1326,0,0
2022-03-14,District of Columbia,11,135223,1326,0,0
2022-03-15,District of Columbia,11,135223,1326,0,0
2022-03-16,District of Columbia,11,135223,1326,0,0
2022-03-17,District of Columbia,11,135575,1327,352,1
2022-03-18,District of Columbia,11,135681,1327,106,0
2022-03-19,District of Columbia,11,135752,1327,71,0
2022-03-20,District of Columbia,11,135752,1327,0,0
2022-03-21,District of Columbia,11,135752,1327,0,0
2022-03-22,District of Columbia,11,135884,1329,132,2
2022-03-23,District of Columbia,11,135955,1329,71,0
2022-03-24,District of Columbia,11,136062,1329,107,0
2022-03-25,District of Columbia,11,136213,1331,151,2
2022-03-26,District of Columbia,11,136322,1331,109,0
2022-03-27,District of Columbia,11,136322,1331,0,0
2022-03-28,District of Columbia,11,136322,1331,0,0
2022-03-29,District of Columbia,11,136506,1331,184,0
2022-03-30,District of Columbia,11,136598,1331,92,0
2022-03-31,District of Columbia,11,136598,1331,0,0
2022-04-01,District of Columbia,11,136886,1333,288,2
2022-04-02,District of Columbia,11,136886,1333,0,0
2022-04-03,District of Columbia,11,136886,1333,0,0
2022-04-04,District of Columbia,11,136886,1333,0,0
2022-04-05,District of Columbia,11,136886,1333,0,0
2022-04-06,District of Columbia,11,137603,1331,717,-2
2022-04-07,District of Columbia,11,137603,1331,0,0
2022-04-08,District of Columbia,11,137603,1331,0,0
2022-04-09,District of Columbia,11,137603,1331,0,0
2022-04-10,District of Columbia,11,137603,1331,0,0
2022-04-11,District of Columbia,11,137603,1331,0,0
2022-04-12,District of Columbia,11,138939,1333,1336,2
2022-04-13,District of Columbia,11,139160,1333,221,0
2022-04-14,District of Columbia,11,139160,1333,0,0
2022-04-15,District of Columbia,11,139772,1333,612,0
2022-04-16,District of Columbia,11,139772,1333,0,0
2022-04-17,District of Columbia,11,139772,1333,0,0
2022-04-18,District of Columbia,11,139772,1333,0,0
2022-04-19,District of Columbia,11,139772,1333,0,0
2022-04-20,District of Columbia,11,140674,1333,902,0
2022-04-21,District of Columbia,11,140845,1333,171,0
2022-04-22,District of Columbia,11,140845,1333,0,0
2022-04-23,District of Columbia,11,141355,1335,510,2
2022-04-24,District of Columbia,11,141355,1335,0,0
2022-04-25,District of Columbia,11,141355,1335,0,0
2022-04-26,District of Columbia,11,141355,1335,0,0
2022-04-27,District of Columbia,11,141943,1340,588,5
2022-04-28,District of Columbia,11,141943,1340,0,0
2022-04-29,District of Columbia,11,141943,1340,0,0
2022-04-30,District of Columbia,11,141943,1340,0,0
2022-05-01,District of Columbia,11,141943,1340,0,0
2022-05-02,District of Columbia,11,141943,1340,0,0
2022-05-03,District of Columbia,11,141943,1340,0,0
2022-05-04,District of Columbia,11,141943,1340,0,0
2022-05-05,District of Columbia,11,141943,1340,0,0
2022-05-06,District of Columbia,11,141943,1340,0,0
2022-05-07,District of Columbia,11,141943,1340,0,0
2022-05-08,District of Columbia,11,141943,1340,0,0
2022-05-09,District of Columbia,11,141943,1340,0,0
2022-05-10,District of Columbia,11,143005,1340,1062,0
2022-05-11,District of Columbia,11,143005,1340,0,0
2022-05-12,District of Columbia,11,143943,1340,938,0
2022-05-13,District of Columbia,11,144675,1340,732,0
2022-05-14,District of Columbia,11,145187,1341,512,1
2022-05-15,District of Columbia,11,145187,1341,0,0
2022-05-16,District of Columbia,11,145187,1341,0,0
2022-05-17,District of Columbia,11,145846,1342,659,1
2022-05-18,District of Columbia,11,146163,1342,317,0
2022-05-19,District of Columbia,11,146520,1342,357,0
2022-05-20,District of Columbia,11,146904,1342,384,0
2022-05-21,District of Columbia,11,147210,1342,306,0
2022-05-22,District of Columbia,11,147210,1342,0,0
2022-05-23,District of Columbia,11,147210,1342,0,0
2022-05-24,District of Columbia,11,147819,1342,609,0
2022-05-25,District of Columbia,11,148270,1342,451,0
2022-05-26,District of Columbia,11,148843,1342,573,0
2022-05-27,District of Columbia,11,149271,1342,428,0
2022-05-28,District of Columbia,11,149271,1342,0,0
2022-05-29,District of Columbia,11,149271,1342,0,0
2022-05-30,District of Columbia,11,149271,1342,0,0
2022-05-31,District of Columbia,11,149638,1342,367,0
2022-06-01,District of Columbia,11,150303,1343,665,1
2022-06-02,District of Columbia,11,150495,1346,192,3
2022-06-03,District of Columbia,11,150783,1346,288,0
2022-06-04,District of Columbia,11,151005,1346,222,0
2022-06-05,District of Columbia,11,151005,1346,0,0
2022-06-06,District of Columbia,11,151005,1346,0,0
2022-06-07,District of Columbia,11,151652,1347,647,1
2022-06-08,District of Columbia,11,151978,1348,326,1
2022-06-09,District of Columbia,11,152252,1348,274,0
2022-06-10,District of Columbia,11,152553,1348,301,0
2022-06-11,District of Columbia,11,152799,1348,246,0
2022-06-12,District of Columbia,11,152799,1348,0,0
2022-06-13,District of Columbia,11,152799,1348,0,0
2022-06-14,District of Columbia,11,153244,1348,445,0
2022-06-15,District of Columbia,11,153436,1348,192,0
2022-06-16,District of Columbia,11,153661,1348,225,0
2022-06-17,District of Columbia,11,153903,1349,242,1
2022-06-18,District of Columbia,11,153903,1349,0,0
2022-06-19,District of Columbia,11,153903,1349,0,0
2022-06-20,District of Columbia,11,153903,1349,0,0
2022-06-21,District of Columbia,11,154165,1349,262,0
2022-06-22,District of Columbia,11,155026,1349,861,0
2022-06-23,District of Columbia,11,155268,1349,242,0
2022-06-24,District of Columbia,11,155268,1349,0,0
2022-06-25,District of Columbia,11,155817,1349,549,0
2022-06-26,District of Columbia,11,155817,1349,0,0
2022-06-27,District of Columbia,11,155817,1349,0,0
2022-06-28,District of Columbia,11,155817,1349,0,0
2022-06-29,District of Columbia,11,156557,1349,740,0
2022-06-30,District of Columbia,11,156802,1349,245,0
2022-07-01,District of Columbia,11,157041,1351,239,2
2022-07-02,District of Columbia,11,157041,1351,0,0
2022-07-03,District of Columbia,11,157041,1351,0,0
2022-07-04,District of Columbia,11,157041,1351,0,0
2022-07-05,District of Columbia,11,157303,1351,262,0
2022-07-06,District of Columbia,11,157303,1351,0,0
2022-07-07,District of Columbia,11,158073,1351,770,0
2022-07-08,District of Columbia,11,158281,1352,208,1
2022-07-09,District of Columbia,11,158281,1352,0,0
2022-07-10,District of Columbia,11,158281,1352,0,0
2022-07-11,District of Columbia,11,158548,1355,267,3
2022-07-12,District of Columbia,11,159055,1355,507,0
2022-07-13,District of Columbia,11,159289,1355,234,0
2022-07-14,District of Columbia,11,159494,1355,205,0
2022-07-15,District of Columbia,11,159729,1355,235,0
2022-07-16,District of Columbia,11,159729,1355,0,0
2022-07-17,District of Columbia,11,159729,1355,0,0
2022-07-18,District of Columbia,11,159729,1355,0,0
2022-07-19,District of Columbia,11,160533,1356,804,1
2022-07-20,District of Columbia,11,160723,1363,190,7
2022-07-21,District of Columbia,11,160952,1363,229,0
2022-07-22,District of Columbia,11,161169,1363,217,0
2022-07-23,District of Columbia,11,161169,1363,0,0
2022-07-24,District of Columbia,11,161169,1363,0,0
2022-07-25,District of Columbia,11,161415,1363,246,0
2022-07-26,District of Columbia,11,161415,1363,0,0
2022-07-27,District of Columbia,11,162098,1363,683,0
2022-07-28,District of Columbia,11,162327,1364,229,1
2022-07-29,District of Columbia,11,162519,1364,192,0
2022-07-30,District of Columbia,11,162519,1364,0,0
2022-07-31,District of Columbia,11,162519,1364,0,0
2022-08-01,District of Columbia,11,162692,1364,173,0
2022-08-02,District of Columbia,11,162692,1364,0,0
2022-08-03,District of Columbia,11,163192,1364,500,0
2022-08-04,District of Columbia,11,163307,1369,115,5
2022-08-05,District of Columbia,11,163429,1369,122,0
2022-08-06,District of Columbia,11,163429,1369,0,0
2022-08-07,District of Columbia,11,163429,1369,0,0
2022-08-08,District of Columbia,11,163429,1369,0,0
2022-08-09,District of Columbia,11,163915,1369,486,0
2022-08-10,District of Columbia,11,164022,1369,107,0
2022-08-11,District of Columbia,11,164253,1369,231,0
2022-08-12,District of Columbia,11,164373,1374,120,5
2022-08-13,District of Columbia,11,164373,1374,0,0
2022-08-14,District of Columbia,11,164373,1374,0,0
2022-08-15,District of Columbia,11,164373,1374,0,0
2022-08-16,District of Columbia,11,164589,1374,216,0
2022-08-17,District of Columbia,11,164724,1374,135,0
2022-08-18,District of Columbia,11,164815,1374,91,0
2022-08-19,District of Columbia,11,165055,1377,240,3
2022-08-20,District of Columbia,11,165055,1377,0,0
2022-08-21,District of Columbia,11,165055,1377,0,0
2022-08-22,District of Columbia,11,165055,1377,0,0
2022-08-23,District of Columbia,11,165478,1377,423,0
2022-08-24,District of Columbia,11,165573,1377,95,0
2022-08-25,District of Columbia,11,165667,1381,94,4
2022-08-26,District of Columbia,11,165774,1381,107,0
2022-08-27,District of Columbia,11,165774,1381,0,0
2022-08-28,District of Columbia,11,165774,1381,0,0
2022-08-29,District of Columbia,11,165774,1381,0,0
2022-08-30,District of Columbia,11,166086,1381,312,0
2022-08-31,District of Columbia,11,166166,1381,80,0
2022-09-01,District of Columbia,11,166275,1382,109,1
2022-09-02,District of Columbia,11,166381,1382,106,0
2022-09-03,District of Columbia,11,166381,1382,0,0
2022-09-04,District of Columbia,11,166381,1382,0,0
2022-09-05,District of Columbia,11,166381,1382,0,0
2022-09-06,District of Columbia,11,166474,1382,93,0
2022-09-07,District of Columbia,11,166724,1382,250,0
2022-09-08,District of Columbia,11,166784,1382,60,0
2022-09-09,District of Columbia,11,166893,1382,109,0
2022-09-10,District of Columbia,11,166893,1382,0,0
2022-09-11,District of Columbia,11,166893,1382,0,0
2022-09-12,District of Columbia,11,166893,1382,0,0
2022-09-13,District of Columbia,11,166893,1382,0,0
2022-09-14,District of Columbia,11,167242,1382,349,0
2022-09-15,District of Columbia,11,167342,1382,100,0
2022-09-16,District of Columbia,11,167420,1382,78,0
2022-09-17,District of Columbia,11,167420,1382,0,0
2022-09-18,District of Columbia,11,167420,1382,0,0
2022-09-19,District of Columbia,11,167489,1382,69,0
2022-09-20,District of Columbia,11,167796,1382,307,0
2022-09-21,District of Columbia,11,167857,1383,61,1
2022-09-22,District of Columbia,11,167857,1383,0,0
2022-09-23,District of Columbia,11,168032,1383,175,0
2022-09-24,District of Columbia,11,168032,1383,0,0
2022-09-25,District of Columbia,11,168032,1383,0,0
2022-09-26,District of Columbia,11,168141,1383,109,0
2022-09-27,District of Columbia,11,168301,1383,160,0
2022-09-28,District of Columbia,11,168359,1383,58,0
2022-09-29,District of Columbia,11,168439,1392,80,9
2022-09-30,District of Columbia,11,168514,1392,75,0
2022-10-01,District of Columbia,11,168514,1392,0,0
2022-10-02,District of Columbia,11,168514,1392,0,0
2022-10-03,District of Columbia,11,168514,1392,0,0
2022-10-04,District of Columbia,11,168614,1392,100,0
2022-10-05,District of Columbia,11,168642,1392,28,0
2022-10-06,District of Columbia,11,168660,1392,18,0
2022-10-07,District of Columbia,11,168678,1392,18,0
2022-10-08,District of Columbia,11,168678,1392,0,0
2022-10-09,District of Columbia,11,168678,1392,0,0
2022-10-10,District of Columbia,11,168678,1392,0,0
2022-10-11,District of Columbia,11,168719,1392,41,0
2022-10-12,District of Columbia,11,168760,1392,41,0
2022-10-13,District of Columbia,11,168796,1392,36,0
2022-10-14,District of Columbia,11,169116,1392,320,0
2022-10-15,District of Columbia,11,169116,1392,0,0
2022-10-16,District of Columbia,11,169116,1392,0,0
2022-10-17,District of Columbia,11,169149,1392,33,0
2022-10-18,District of Columbia,11,169149,1392,0,0
2022-10-19,District of Columbia,11,169149,1392,0,0
2022-10-20,District of Columbia,11,169149,1392,0,0
2022-10-21,District of Columbia,11,169436,1392,287,0
2022-10-22,District of Columbia,11,169436,1392,0,0
2022-10-23,District of Columbia,11,169436,1392,0,0
2022-10-24,District of Columbia,11,169436,1392,0,0
2022-10-25,District of Columbia,11,169436,1392,0,0
2022-10-26,District of Columbia,11,169436,1392,0,0
2022-10-27,District of Columbia,11,169436,1392,0,0
2022-10-28,District of Columbia,11,169709,1397,273,5
2022-10-29,District of Columbia,11,169709,1397,0,0
2022-10-30,District of Columbia,11,169709,1397,0,0
2022-10-31,District of Columbia,11,169709,1397,0,0
